chr	start	end	id	strand
chr9	122895371	122903170	ENSMUSG00000097322.8	-
chr9	122898767	122903146	ENSMUSG00000097322.8	-
chr15	90899761	90921109	ENSMUSG00000116428.1	+
chr15	90907429	90922783	ENSMUSG00000116428.1	+
chr13	21477615	21485049	ENSMUSG00000114702.1	-
chr7	102235854	102237530	ENSMUSG00000111339.1	+
chr9	43993984	43999904	ENSMUSG00000111283.1	+
chr9	43993988	44000673	ENSMUSG00000111283.1	+
chr9	43994040	43995848	ENSMUSG00000111283.1	+
chr2	18054193	18056613	ENSMUSG00000086340.1	-
chr7	141359141	141365082	ENSMUSG00000086844.1	-
chr7	141359178	141365110	ENSMUSG00000086844.1	-
chr12	112411023	112423198	ENSMUSG00000047828.4	-
chr12	112413915	112423212	ENSMUSG00000047828.4	-
chr12	112413945	112414927	ENSMUSG00000047828.4	-
chr11	23497753	23498646	ENSMUSG00000086459.2	+
chr11	23497757	23499661	ENSMUSG00000086459.2	+
chr11	23498851	23499644	ENSMUSG00000086459.2	+
chr11	23497783	23499192	ENSMUSG00000086459.2	+
chrX	7558602	7605381	ENSMUSG00000103436.1	-
chr11	67921504	67947659	ENSMUSG00000055134.5	+
chr11	67922376	67923792	ENSMUSG00000055134.5	+
chr16	96036090	96038743	ENSMUSG00000085884.1	+
chr4	89100664	89128226	ENSMUSG00000085569.1	-
chr4	89123924	89128181	ENSMUSG00000085569.1	-
chr14	122470284	122473579	ENSMUSG00000085555.9	-
chr14	122470377	122475199	ENSMUSG00000085555.9	-
chr15	36341217	36367117	ENSMUSG00000115715.1	-
chr15	36342782	36349754	ENSMUSG00000115715.1	-
chr15	36354349	36367107	ENSMUSG00000115715.1	-
chr17	10807834	10826625	ENSMUSG00000089907.1	+
chr17	10807839	10816582	ENSMUSG00000089907.1	+
chr7	27252176	27262252	ENSMUSG00000108378.1	+
chr9	79913200	79913631	ENSMUSG00000092581.1	+
chr9	63398601	63493535	ENSMUSG00000086539.8	+
chr9	63399374	63568691	ENSMUSG00000086539.8	+
chr9	63399381	63425687	ENSMUSG00000086539.8	+
chr9	63531352	63567017	ENSMUSG00000086539.8	+
chr5	31596938	31701972	ENSMUSG00000105617.4	+
chr5	31613972	31701952	ENSMUSG00000105617.4	+
chr1	165781075	165789367	ENSMUSG00000089829.2	+
chr1	165781199	165782167	ENSMUSG00000089829.2	+
chr14	122913030	122927690	ENSMUSG00000075463.3	+
chr14	122913067	122929442	ENSMUSG00000075463.3	+
chr14	122913075	122937469	ENSMUSG00000075463.3	+
chr1	170868645	170881721	ENSMUSG00000053925.4	+
chr6	31220351	31337247	ENSMUSG00000087380.7	+
chr6	31220351	31337373	ENSMUSG00000087380.7	+
chr6	31220351	31337404	ENSMUSG00000087380.7	+
chr6	31220357	31337392	ENSMUSG00000087380.7	+
chr6	31220405	31337377	ENSMUSG00000087380.7	+
chr6	31220405	31337385	ENSMUSG00000087380.7	+
chr6	31220422	31328300	ENSMUSG00000087380.7	+
chr6	31220422	31337310	ENSMUSG00000087380.7	+
chr6	31220435	31337397	ENSMUSG00000087380.7	+
chr6	31220441	31337373	ENSMUSG00000087380.7	+
chr6	31220447	31337400	ENSMUSG00000087380.7	+
chr6	31277848	31293220	ENSMUSG00000087380.7	+
chr6	31285004	31337403	ENSMUSG00000087380.7	+
chr6	31292534	31293666	ENSMUSG00000087380.7	+
chr6	31321971	31337385	ENSMUSG00000087380.7	+
chr14	86264144	86299734	ENSMUSG00000115777.1	-
chr12	69464787	69475547	ENSMUSG00000113035.1	-
chr12	69464956	69467392	ENSMUSG00000113035.1	-
chr12	69469889	69475521	ENSMUSG00000113035.1	-
chr12	69473614	69475550	ENSMUSG00000113035.1	-
chr1	17994462	18035002	ENSMUSG00000109887.1	-
chr1	17994462	18059056	ENSMUSG00000109887.1	-
chr1	18034818	18058790	ENSMUSG00000109887.1	-
chr14	15437623	15452445	ENSMUSG00000097547.8	+
chr14	15438155	15440026	ENSMUSG00000097547.8	+
chr14	15438184	15451883	ENSMUSG00000097547.8	+
chr4	106241216	106290026	ENSMUSG00000086249.1	+
chr6	95255726	95333991	ENSMUSG00000068180.12	-
chr6	95276692	95333978	ENSMUSG00000068180.12	-
chr6	95290577	95333993	ENSMUSG00000068180.12	-
chr6	95313235	95333971	ENSMUSG00000068180.12	-
chr6	95327437	95333977	ENSMUSG00000068180.12	-
chr10	78747130	78767585	ENSMUSG00000109776.1	+
chr10	78747159	78767159	ENSMUSG00000109776.1	+
chr4	89381957	89399880	ENSMUSG00000085147.1	+
chr8	48843665	48869016	ENSMUSG00000100706.6	+
chr8	48843722	48847486	ENSMUSG00000100706.6	+
chr8	48843797	48845109	ENSMUSG00000100706.6	+
chr8	48844041	48844514	ENSMUSG00000100706.6	+
chr8	48844103	48844608	ENSMUSG00000100706.6	+
chr8	48855417	48869901	ENSMUSG00000100706.6	+
chr8	77610860	77686572	ENSMUSG00000086451.8	+
chr8	77659248	77768970	ENSMUSG00000086451.8	+
chr8	77723584	77769682	ENSMUSG00000086451.8	+
chr8	77764359	77768198	ENSMUSG00000086451.8	+
chr4	89421848	89463487	ENSMUSG00000086035.1	+
chr2	106642917	106650364	ENSMUSG00000085218.7	-
chr2	106647210	106650334	ENSMUSG00000085218.7	-
chr2	106642914	106643388	ENSMUSG00000085218.7	-
chr15	24373610	24375627	ENSMUSG00000115047.1	-
chr7	59307924	59324149	ENSMUSG00000100826.6	-
chr7	59315322	59318457	ENSMUSG00000100826.6	-
chr7	59384597	59411173	ENSMUSG00000100826.6	-
chr7	59445703	59453239	ENSMUSG00000100826.6	-
chr7	59619158	59874749	ENSMUSG00000100826.6	-
chr7	59645250	59645543	ENSMUSG00000100826.6	-
chr7	59666434	59678601	ENSMUSG00000100826.6	-
chr7	59676393	59696230	ENSMUSG00000100826.6	-
chr7	59692438	59696211	ENSMUSG00000100826.6	-
chr7	59698710	59706383	ENSMUSG00000100826.6	-
chr7	59711359	59904686	ENSMUSG00000100826.6	-
chr7	59770277	59862868	ENSMUSG00000100826.6	-
chr7	59937371	59975759	ENSMUSG00000100826.6	-
chr7	59946630	59973457	ENSMUSG00000100826.6	-
chr7	59969577	59974431	ENSMUSG00000100826.6	-
chr15	77427979	77461966	ENSMUSG00000086467.2	+
chr15	77428012	77429780	ENSMUSG00000086467.2	+
chr15	77428012	77461968	ENSMUSG00000086467.2	+
chr4	154645754	154655318	ENSMUSG00000086810.1	-
chr4	94460931	94477180	ENSMUSG00000087128.7	-
chr4	94462019	94477167	ENSMUSG00000087128.7	-
chr4	140810993	140817511	ENSMUSG00000085918.1	+
chr16	13462546	13467237	ENSMUSG00000109857.1	+
chr16	13464184	13467227	ENSMUSG00000109857.1	+
chr16	13464796	13467226	ENSMUSG00000109857.1	+
chr2	109673166	109674093	ENSMUSG00000093410.1	+
chr14	115396551	115409552	ENSMUSG00000093551.1	-
chr4	122961309	122963475	ENSMUSG00000086443.1	+
chr3	148130244	148141598	ENSMUSG00000106285.1	+
chr10	100372863	100383831	ENSMUSG00000112485.1	-
chr3	108379277	108383741	ENSMUSG00000074281.3	-
chr10	105573953	105582040	ENSMUSG00000085282.8	+
chr10	105574559	105583874	ENSMUSG00000085282.8	+
chr4	114909257	114921967	ENSMUSG00000085399.7	+
chr4	114909257	114921118	ENSMUSG00000085399.7	+
chr9	3133847	3199782	ENSMUSG00000042360.12	-
chr9	3190271	3199799	ENSMUSG00000042360.12	-
chr5	67463897	67470831	ENSMUSG00000107385.3	+
chr5	67463900	67477632	ENSMUSG00000107385.3	+
chr5	67463903	67477298	ENSMUSG00000107385.3	+
chr8	12672427	12679229	ENSMUSG00000054910.5	+
chr8	12672186	12673488	ENSMUSG00000054910.5	+
chr18	38209772	38229145	ENSMUSG00000089983.1	+
chr8	105859303	105860314	ENSMUSG00000110586.1	-
chr8	105859447	105860422	ENSMUSG00000110586.1	-
chr1	4496551	4499378	ENSMUSG00000104238.1	+
chr1	4497474	4499558	ENSMUSG00000104238.1	+
chr14	4867977	4930414	ENSMUSG00000097278.7	-
chr14	4897698	4930394	ENSMUSG00000097278.7	-
chr14	4919302	4930394	ENSMUSG00000097278.7	-
chr14	4920201	4930401	ENSMUSG00000097278.7	-
chr3	104753123	104773270	ENSMUSG00000105195.1	-
chr4	131912416	131915516	ENSMUSG00000085667.1	-
chr4	131899478	131920029	ENSMUSG00000085667.1	-
chr14	66295334	66297129	ENSMUSG00000085984.7	-
chr14	66295335	66296940	ENSMUSG00000085984.7	-
chr14	66295495	66296883	ENSMUSG00000085984.7	-
chr6	8488795	8510430	ENSMUSG00000087305.8	-
chr6	8489933	8497979	ENSMUSG00000087305.8	-
chr6	8491040	8509078	ENSMUSG00000087305.8	-
chr6	8492422	8509021	ENSMUSG00000087305.8	-
chr6	8507059	8509138	ENSMUSG00000087305.8	-
chr4	95483956	95487401	ENSMUSG00000085835.1	+
chr7	6651748	6662368	ENSMUSG00000108113.2	-
chr7	6651786	6658370	ENSMUSG00000108113.2	-
chr4	95464724	95487394	ENSMUSG00000084939.2	-
chrX	139240226	139356770	ENSMUSG00000086807.8	-
chrX	139347491	139357738	ENSMUSG00000086807.8	-
chr2	57127479	57181754	ENSMUSG00000084938.1	-
chr2	57181831	57188257	ENSMUSG00000086396.1	+
chr6	53978691	54017385	ENSMUSG00000108060.2	+
chr6	53978701	53981793	ENSMUSG00000108060.2	+
chr6	53978729	54009786	ENSMUSG00000108060.2	+
chr6	54009712	54018030	ENSMUSG00000108060.2	+
chr2	57236227	57238508	ENSMUSG00000054181.11	-
chr2	57236227	57238508	ENSMUSG00000054181.11	-
chr2	30713147	30720057	ENSMUSG00000075416.5	-
chr2	30713150	30717043	ENSMUSG00000075416.5	-
chr11	59199836	59202385	ENSMUSG00000085882.1	-
chr16	59558013	59600886	ENSMUSG00000091562.3	-
chr12	83823455	83842087	ENSMUSG00000114150.1	+
chr12	83831832	83832537	ENSMUSG00000114150.1	+
chrCHR_MG117_PATCH	108823938	108825098	ENSMUSG00000107302.1	-
chrCHR_MG117_PATCH	108824070	108824819	ENSMUSG00000107302.1	-
chrCHR_MG117_PATCH	108824167	108824861	ENSMUSG00000107302.1	-
chrCHR_MG3836_PATCH	122719482	122732895	ENSMUSG00000111392.1	+
chrCHR_MG3836_PATCH	122714344	122732035	ENSMUSG00000111392.1	+
chrCHR_MG3836_PATCH	122714346	122729557	ENSMUSG00000111392.1	+
chrCHR_MG3836_PATCH	122713486	122729557	ENSMUSG00000111392.1	+
chrCHR_MG3836_PATCH	122715673	122732036	ENSMUSG00000111392.1	+
chrCHR_MG3836_PATCH	122715675	122729668	ENSMUSG00000111392.1	+
chrCHR_MG3833_MG4220_PATCH	18069214	18070362	ENSMUSG00000110728.1	+
chrCHR_MG4249_PATCH	6268795	6276605	ENSMUSG00000106823.1	-
chrCHR_MG3700_PATCH	77793259	77796743	ENSMUSG00000116452.1	-
chrCHR_MG3700_PATCH	77793259	77796390	ENSMUSG00000116452.1	-
chrCHR_MG4180_PATCH	109604448	109607993	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109604453	109645903	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109604554	109627583	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109620835	109634740	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109620835	109646848	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109625643	109645969	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109633306	109636781	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109634467	109643972	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109634711	109646771	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109644450	109645950	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109646649	109662224	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109646670	109655517	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109647149	109660315	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109649679	109650859	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109650113	109652736	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109650577	109656377	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109651189	109661533	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109651193	109656398	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109651521	109660261	ENSMUSG00000107391.4	+
chrCHR_MG4180_PATCH	109657796	109659638	ENSMUSG00000107391.4	+
chrCHR_MG51_PATCH	142597700	143074098	ENSMUSG00000116002.1	-
chrCHR_MG74_PATCH	58341471	58397693	ENSMUSG00000116372.1	-
chrCHR_MG74_PATCH	58341874	58372597	ENSMUSG00000116372.1	-
chrCHR_MG4138_PATCH	7669284	7686863	ENSMUSG00000115889.1	-
chrCHR_MG3833_MG4220_PATCH	18417568	18422883	ENSMUSG00000103450.2	+
chrCHR_MG3833_MG4220_PATCH	18417771	18422252	ENSMUSG00000103450.2	+
chrCHR_MG191_PATCH	91044093	91053919	ENSMUSG00000111791.1	-
chrCHR_MG191_PATCH	91044396	91053934	ENSMUSG00000111791.1	-
chrCHR_MG89_PATCH	40786178	40794404	ENSMUSG00000116278.1	-
chrCHR_MG89_PATCH	40790844	40794474	ENSMUSG00000116278.1	-
chrCHR_MG4249_PATCH	6409400	6418606	ENSMUSG00000107293.3	-
chrCHR_MG4249_PATCH	6416810	6418606	ENSMUSG00000107293.3	-
chrCHR_MG4249_PATCH	6617671	6674548	ENSMUSG00000107003.1	-
chr7	127590416	127595900	ENSMUSG00000108677.1	-
chr19	11196817	11299886	ENSMUSG00000097091.1	+
chr3	127836911	127838644	ENSMUSG00000105447.1	+
chr5	34118740	34135339	ENSMUSG00000106902.1	+
chr4	41642185	41643077	ENSMUSG00000087054.1	+
chr10	110784585	110896488	ENSMUSG00000101801.6	-
chr10	110801173	110896518	ENSMUSG00000101801.6	-
chr10	110812806	110896550	ENSMUSG00000101801.6	-
chr10	110835859	110896537	ENSMUSG00000101801.6	-
chr11	87121567	87126905	ENSMUSG00000085310.7	-
chr11	87121785	87126958	ENSMUSG00000085310.7	-
chr7	127603900	127604445	ENSMUSG00000099579.1	-
chr5	110447989	110449946	ENSMUSG00000105482.1	+
chr9	81776695	81858891	ENSMUSG00000097241.2	-
chr11	48843648	48853493	ENSMUSG00000086245.1	-
chr5	134747042	134822967	ENSMUSG00000107318.1	+
chr3	30686085	30692366	ENSMUSG00000086189.1	+
chr10	70868644	70870731	ENSMUSG00000047692.6	+
chr10	70868669	70934324	ENSMUSG00000047692.6	+
chr10	70868669	70934324	ENSMUSG00000047692.6	+
chr4	28814297	28815076	ENSMUSG00000086774.1	-
chr11	23894560	23895488	ENSMUSG00000084769.1	+
chr13	91861432	91862044	ENSMUSG00000082488.2	+
chr13	91861485	91862038	ENSMUSG00000082488.2	+
chr8	115705078	115707233	ENSMUSG00000086717.1	+
chr10	25298609	25306432	ENSMUSG00000112352.1	+
chr10	60931991	60940942	ENSMUSG00000098055.1	+
chr7	114086898	114088357	ENSMUSG00000110248.1	+
chr4	138395198	138397714	ENSMUSG00000046109.6	+
chr12	26346717	26371748	ENSMUSG00000114048.1	+
chr4	123665881	123668727	ENSMUSG00000087307.1	+
chr4	123667454	123671210	ENSMUSG00000087307.1	+
chr4	123667616	123671217	ENSMUSG00000087307.1	+
chr10	71082876	71083651	ENSMUSG00000090212.1	+
chr4	119130292	119131001	ENSMUSG00000086683.1	-
chr17	26620358	26625100	ENSMUSG00000091078.1	-
chr12	80686370	80692466	ENSMUSG00000044062.7	-
chr17	26554254	26561499	ENSMUSG00000011052.6	-
chr5	103513445	103533021	ENSMUSG00000104580.1	-
chr9	46319038	46331798	ENSMUSG00000111126.1	+
chr13	48593501	48595843	ENSMUSG00000113037.1	+
chr7	121314810	121393101	ENSMUSG00000108351.1	-
chr7	121468844	121589834	ENSMUSG00000108811.1	-
chr7	121562341	121589836	ENSMUSG00000108811.1	-
chr7	121589276	121609334	ENSMUSG00000108811.1	-
chr4	119133749	119138801	ENSMUSG00000085505.1	-
chr16	96082676	96089070	ENSMUSG00000022915.3	+
chr15	75661407	75663529	ENSMUSG00000085523.1	+
chr3	142743661	142744681	ENSMUSG00000086561.1	-
chr3	53452619	53457797	ENSMUSG00000085174.1	+
chr3	36088859	36091446	ENSMUSG00000105055.1	+
chr2	110031250	110050476	ENSMUSG00000086186.1	-
chr2	110031251	110050479	ENSMUSG00000086186.1	-
chr12	56535343	56607439	ENSMUSG00000098172.7	+
chr12	56537365	56567383	ENSMUSG00000098172.7	+
chr12	56537416	56607476	ENSMUSG00000098172.7	+
chr9	106013530	106014653	ENSMUSG00000111796.1	+
chr4	46300007	46343431	ENSMUSG00000087383.7	-
chr4	46328464	46345515	ENSMUSG00000087383.7	-
chr16	76000784	76034602	ENSMUSG00000087214.2	+
chr14	47301982	47305485	ENSMUSG00000115082.1	-
chr16	96098499	96113821	ENSMUSG00000086093.1	+
chr12	80758406	80762793	ENSMUSG00000097575.2	+
chr2	110196889	110256131	ENSMUSG00000085444.1	+
chr19	4000758	4001232	ENSMUSG00000086107.1	-
chr9	53667246	53681265	ENSMUSG00000086914.1	+
chr1	36527534	36528237	ENSMUSG00000102845.1	-
chr7	121707075	121708013	ENSMUSG00000053081.3	+
chr7	121707189	121708011	ENSMUSG00000053081.3	+
chr14	56376902	56391562	ENSMUSG00000114345.1	-
chr16	31427876	31428291	ENSMUSG00000086645.2	-
chr16	31427876	31429776	ENSMUSG00000086645.2	-
chr7	80404269	80406577	ENSMUSG00000108436.1	+
chr13	48871112	48875460	ENSMUSG00000086889.1	+
chr2	122733290	122738362	ENSMUSG00000085633.1	-
chr11	52000853	52001911	ENSMUSG00000086493.1	+
chr3	65133060	65302685	ENSMUSG00000104093.1	-
chr3	65294299	65302657	ENSMUSG00000104093.1	-
chr15	77084398	77091119	ENSMUSG00000097267.2	+
chr15	77084443	77096314	ENSMUSG00000097267.2	+
chr3	65324776	65349429	ENSMUSG00000090120.1	-
chr17	35860918	35866886	ENSMUSG00000087443.1	-
chr1	20356452	20392300	ENSMUSG00000089914.2	+
chr8	77517056	77518579	ENSMUSG00000097882.2	+
chr8	77518115	77523898	ENSMUSG00000097882.2	+
chr10	40348508	40350103	ENSMUSG00000038491.9	-
chr10	40349092	40350103	ENSMUSG00000038491.9	-
chr11	17953970	17959578	ENSMUSG00000086468.1	+
chr11	17954004	17955098	ENSMUSG00000086468.1	+
chr5	134987433	135001350	ENSMUSG00000054909.11	-
chr5	134992530	135000507	ENSMUSG00000054909.11	-
chr5	104109217	104116023	ENSMUSG00000097877.2	+
chr5	104109291	104110926	ENSMUSG00000097877.2	+
chr5	104113888	104119687	ENSMUSG00000097877.2	+
chr10	86908761	86910013	ENSMUSG00000089881.1	+
chr10	86972216	87028015	ENSMUSG00000089656.1	+
chr10	86839094	86874954	ENSMUSG00000089959.1	+
chr4	140947666	140957902	ENSMUSG00000087698.1	-
chr12	84875769	84879755	ENSMUSG00000092130.2	+
chr12	84875769	84878132	ENSMUSG00000092130.2	+
chr5	34173887	34174887	ENSMUSG00000106702.1	+
chr6	125010173	125049851	ENSMUSG00000108034.1	-
chr8	77331970	77336922	ENSMUSG00000109732.1	+
chr8	77282861	77286207	ENSMUSG00000110258.1	+
chr8	77305533	77313299	ENSMUSG00000110410.1	+
chr13	26769393	26772727	ENSMUSG00000114342.1	+
chr12	56689918	56692964	ENSMUSG00000089894.2	-
chr15	77717636	77722849	ENSMUSG00000116162.1	-
chr3	126667329	126669044	ENSMUSG00000086679.2	-
chr13	26968491	27058022	ENSMUSG00000114646.1	-
chr11	24166873	24172781	ENSMUSG00000085516.1	-
chr11	24160528	24172824	ENSMUSG00000085516.1	-
chr11	24099688	24115405	ENSMUSG00000086612.1	-
chr11	100052286	100085983	ENSMUSG00000087581.1	+
chr17	30622441	30626905	ENSMUSG00000099474.1	-
chr5	34221162	34225984	ENSMUSG00000106888.1	+
chr13	50343583	50491741	ENSMUSG00000101136.1	-
chr1	151875419	151887063	ENSMUSG00000100685.1	+
chr1	191025350	191026186	ENSMUSG00000097845.2	+
chr1	191025351	191029781	ENSMUSG00000097845.2	+
chr2	73370909	73379297	ENSMUSG00000086546.1	+
chr6	128356004	128358837	ENSMUSG00000097253.2	+
chr8	108918264	108921874	ENSMUSG00000093697.1	-
chr3	92113192	92119317	ENSMUSG00000106143.1	+
chrX	57200643	57204378	ENSMUSG00000085808.1	+
chr3	30792570	30793564	ENSMUSG00000097786.3	-
chr3	30793138	30793560	ENSMUSG00000097786.3	-
chr13	114124348	114151592	ENSMUSG00000114213.1	-
chr17	49894742	49895967	ENSMUSG00000090227.1	-
chr7	73314003	73375765	ENSMUSG00000097756.2	-
chr7	73316253	73375774	ENSMUSG00000097756.2	-
chr11	68583264	68586957	ENSMUSG00000085937.1	-
chr5	32320764	32354883	ENSMUSG00000107078.1	-
chr17	49817626	49821825	ENSMUSG00000090012.1	-
chr3	96555765	96557815	ENSMUSG00000074398.5	-
chr3	96555788	96566801	ENSMUSG00000074398.5	-
chr5	43151686	43234985	ENSMUSG00000085720.8	-
chr5	43151686	43235355	ENSMUSG00000085720.8	-
chr5	43235002	43235352	ENSMUSG00000085720.8	-
chr14	8367440	8371010	ENSMUSG00000114532.1	+
chr6	39871532	39871971	ENSMUSG00000097406.1	-
chr6	40203298	40209259	ENSMUSG00000097484.1	-
chr8	109859984	109868432	ENSMUSG00000078143.3	-
chr8	109861725	109868455	ENSMUSG00000078143.3	-
chr16	19051367	19106749	ENSMUSG00000106567.1	+
chr5	143922577	143980991	ENSMUSG00000091351.1	-
chr6	57476697	57497671	ENSMUSG00000093535.1	+
chr6	142614595	142626462	ENSMUSG00000104234.1	+
chr13	73699826	73709853	ENSMUSG00000021566.7	+
chr13	73703716	73708911	ENSMUSG00000021566.7	+
chr2	25607892	25631758	ENSMUSG00000052403.11	+
chr2	25616007	25631758	ENSMUSG00000052403.11	+
chr2	25630673	25631761	ENSMUSG00000052403.11	+
chr2	25627670	25631759	ENSMUSG00000052403.11	+
chr7	45091409	45098320	ENSMUSG00000109947.1	+
chr11	6475425	6490918	ENSMUSG00000086839.7	+
chr11	6475465	6493535	ENSMUSG00000086839.7	+
chr11	6475477	6493535	ENSMUSG00000086839.7	+
chr2	73357268	73364333	ENSMUSG00000085519.1	+
chr9	75897843	76015192	ENSMUSG00000097836.1	-
chr8	21906664	21934313	ENSMUSG00000110616.1	+
chr5	113644963	113645682	ENSMUSG00000085713.1	+
chr2	62809187	62810698	ENSMUSG00000085029.1	+
chr7	121981761	121989116	ENSMUSG00000108511.1	+
chr5	90499088	90515931	ENSMUSG00000106788.1	-
chr7	43938057	43976573	ENSMUSG00000108432.1	-
chr8	24422404	24440008	ENSMUSG00000097654.1	+
chr13	76255947	76272458	ENSMUSG00000114242.1	+
chr13	76255966	76278968	ENSMUSG00000114242.1	+
chr2	62357071	62470913	ENSMUSG00000087518.1	+
chr7	56242186	56243150	ENSMUSG00000108773.1	-
chr9	65054882	65094355	ENSMUSG00000111471.1	-
chr5	110770949	110779260	ENSMUSG00000086401.1	+
chr4	124528924	124657169	ENSMUSG00000098760.1	-
chr11	19009128	19011183	ENSMUSG00000084085.2	+
chr11	19009130	19010792	ENSMUSG00000084085.2	+
chr2	31209470	31211347	ENSMUSG00000087430.1	-
chr9	88719629	88806264	ENSMUSG00000074149.9	+
chr9	88793462	88806247	ENSMUSG00000074149.9	+
chr6	29322804	29323206	ENSMUSG00000090692.1	-
chr2	111246131	111256163	ENSMUSG00000084933.1	-
chr1	88347489	88352930	ENSMUSG00000085420.1	-
chr6	128381584	128399740	ENSMUSG00000085739.1	-
chr2	71516454	71527919	ENSMUSG00000084946.2	-
chr2	71524032	71527927	ENSMUSG00000084946.2	-
chr2	71527839	71537810	ENSMUSG00000084946.2	-
chr2	71532784	71537891	ENSMUSG00000084946.2	-
chr11	19013817	19015154	ENSMUSG00000087507.1	+
chr18	44661665	44676271	ENSMUSG00000097610.2	+
chr18	44662103	44672476	ENSMUSG00000097610.2	+
chr17	31152752	31161488	ENSMUSG00000086010.7	+
chr17	31152752	31162323	ENSMUSG00000086010.7	+
chr17	31152752	31163052	ENSMUSG00000086010.7	+
chr1	131259507	131260553	ENSMUSG00000102027.1	+
chr1	136216074	136225071	ENSMUSG00000097315.1	+
chr2	73421909	73429142	ENSMUSG00000085768.1	+
chr13	98801172	98803736	ENSMUSG00000114458.1	+
chr13	78123379	78183159	ENSMUSG00000114401.1	-
chr13	78124457	78183168	ENSMUSG00000114401.1	-
chr5	38317333	38320897	ENSMUSG00000097029.2	-
chr14	123987635	124015684	ENSMUSG00000099994.1	+
chr14	123979210	123980619	ENSMUSG00000101445.1	+
chr12	57441190	57450120	ENSMUSG00000086372.1	-
chr10	33222345	33256357	ENSMUSG00000112707.1	-
chr10	33225364	33256418	ENSMUSG00000112707.1	-
chr1	131263330	131266749	ENSMUSG00000102055.1	+
chr1	136259407	136274406	ENSMUSG00000097433.1	+
chr15	86087640	86090060	ENSMUSG00000089680.1	-
chr10	128789429	128801393	ENSMUSG00000112429.1	-
chr17	34976899	34981788	ENSMUSG00000073415.4	-
chr2	44059238	44065324	ENSMUSG00000085089.1	-
chr12	3859293	3862244	ENSMUSG00000073242.4	-
chr14	16575601	16580459	ENSMUSG00000114463.1	+
chr15	79889532	79893120	ENSMUSG00000115902.1	+
chr14	16336846	16366268	ENSMUSG00000114243.1	-
chr7	80636017	80644384	ENSMUSG00000084821.1	+
chr1	189833141	189836620	ENSMUSG00000097925.1	-
chrX	169037674	169106536	ENSMUSG00000087201.1	-
chr13	38960619	38966605	ENSMUSG00000096932.2	+
chr15	41758060	41788911	ENSMUSG00000097232.1	-
chr2	19429104	19431983	ENSMUSG00000087103.1	-
chr7	132154171	132155301	ENSMUSG00000086814.1	+
chr2	19441508	19446674	ENSMUSG00000085388.1	-
chr12	84918148	84919238	ENSMUSG00000092006.1	+
