Probe	Chromosome	Start	End	Strand	ES_E14	ES_J1	TS_EGFP	TS_Rs26
Degs2	12	108686792	108702306	-	-5.0080333	-5.5745826	-3.9670594	-3.648317
Yy1	12	108792973	108816632	+	4.3904905	4.1657405	4.479547	4.2595053
Slc25a29	12	108825873	108835883	-	-5.552331	-3.5339174	-5.3187118	-2.8300443
Slc25a47	12	108851129	108856814	+	-3.829505	-4.3960543	-4.0109234	-2.9552155
Wars	12	108860030	108894174	-	3.3817866	3.8526552	4.265758	3.8550923
Wdr25	12	108894272	109028452	+	-0.9854133	-0.724143	-0.4298661	-0.5651553
Begain	12	109032187	109068217	-	-3.7998338	-3.1737375	-4.3735695	-4.469865
Dlk1	12	109452823	109463336	+	-3.4226036	-2.429725	-0.62955713	-7.270173
Meg3	12	109541001	109571726	+	1.7232571	1.2645812	-4.306561	-7.210211
Rtl1	12	109589194	109600330	-	-2.481288	-2.1959355	-7.7572236	-7.4384813
Dio3	12	110279068	110281097	+	-1.9440461	-2.7585225	-4.373392	-4.639612
Ppp2r5c	12	110485739	110583061	+	4.17033	4.09274	4.481369	4.3686743
Dync1h1	12	110601452	110666945	+	4.2224846	4.291309	3.5200377	3.9267673
Gm17111	12	110664892	110665408	-	-2.8877044	-3.606256	-2.0691226	-3.487346
1700001K19Rik	12	110667689	110682619	-	-5.102555	-4.821107	-5.020939	-4.7021966
Hsp90aa1	12	110690605	110702728	-	10.657738	10.62744	9.711039	9.963567
Wdr20a	12	110737949	110795028	+	2.6562405	2.487609	2.424196	2.7284021
Stk30	12	110807798	110840939	-	1.3379757	0.06515807	-1.4566021	-0.45504984
Zfp839	12	110850279	110869998	+	0.42411873	0.8814167	0.15456952	0.83335537
Brp44l-ps	12	110858070	110858942	-	-1.9745474	-3.5410962	-0.04048864	-1.6148311
Cinp	12	110872610	110889145	-	2.9482887	3.3136506	4.4032035	3.8569539
Tecpr2	12	110889264	110972394	+	0.47151855	0.42322803	0.3229317	0.1610482
Ankrd9	12	110975353	110979040	-	-2.5084903	-0.8120048	-1.3488718	-1.4707023
Rcor1	12	111039351	111115901	+	1.1137625	1.3296978	2.3748007	2.332342
4930595D18Rik	12	111159850	111184491	-	-5.03267	-4.5992184	-4.799051	-4.4803085
Traf3	12	111166370	111267153	+	0.42343706	0.60921454	1.0892627	1.3775674
Amn	12	111271111	111276426	+	-6.075246	-3.4897914	-1.6021605	-3.7859185
Cdc42bpb	12	111292972	111377718	-	2.6283686	2.698561	3.8552215	3.9658725
A230065H16Rik	12	111406809	111412077	+	-4.7164626	-4.2830114	-4.4828434	-4.164101
1200009I06Rik	12	111417430	111431182	+	-6.8694534	-6.4360023	-0.48383084	1.5073367
Tnfaip2	12	111442469	111455018	+	-4.902836	-3.8844218	1.1762736	1.482416
Gm266	12	111484611	111485823	-	-5.6010766	-5.1676254	-3.6304917	-2.0893571
Eif5	12	111538101	111546753	+	6.3993106	6.177208	6.5151224	6.013774
Mark3	12	111574510	111656227	+	4.309267	4.308267	4.7995453	4.8687677
Ckb	12	111669355	111672338	-	5.0635214	5.182119	5.699151	5.261165
Trmt61a	12	111678105	111683902	+	0.45366034	0.6095776	0.9995574	0.20765574
Bag5	12	111709488	111713257	-	1.9664931	2.0708463	3.64798	2.8301175
2810002N01Rik	12	111713261	111754980	+	0.6438967	0.9553574	0.96574295	1.0238941
Gm15995	12	111726392	111727127	+	-3.3696165	-3.936165	-2.1359973	-3.817255
Gm15996	12	111730094	111731831	-	-4.7783566	-4.4969087	-4.5447373	-4.377999
Klc1	12	111758849	111807844	+	2.4751337	2.5733187	2.5577326	2.6047661
Xrcc3	12	111803192	111813873	-	1.0565751	0.7104162	0.046637114	0.59486127
Zfyve21	12	111814170	111828388	+	1.009795	1.1953186	0.8830118	1.2402284
Ppp1r13b	12	111828458	111908055	-	0.085528865	0.4610992	0.75630397	1.6133679
2010107E04Rik	12	111961376	111966977	-	4.3868256	4.6238794	5.272044	4.813179
Tdrd9	12	111971559	112068854	+	-4.4362307	-5.0027795	-5.617649	-3.7139444
BC048943	12	111979323	111980751	-	-4.9284654	-4.495014	-4.694846	-4.376104
Aspg	12	112106683	112127573	+	-2.6204515	-3.6020377	1.4140676	1.0087255
Kif26a	12	112146235	112181746	+	-0.83605677	-0.9979847	-1.020939	-1.4957458
A730018C14Rik	12	112413915	112423212	-	-6.494344	-6.0608935	-6.260725	-5.9419827
A530016L24Rik	12	112489448	112499927	+	-6.7208476	-6.287396	-1.4772441	-6.168486
Tmem179	12	112500184	112511160	-	-6.569209	-4.3987923	-6.1835866	-6.0168476
Inf2	12	112588784	112615556	+	-0.38344306	-0.3387638	1.68804	1.9713967
Adssl1	12	112620045	112641354	+	-5.0665717	-1.8257657	1.0977844	1.3561542
Siva1	12	112644828	112649152	+	4.341613	4.352426	4.903714	4.6314445
Akt1	12	112653821	112674884	-	1.1652735	1.8167518	4.6783595	4.1026697
Zbtb42	12	112678828	112682747	+	-4.651793	-4.955307	-2.932747	-1.3769653
AW555464	12	112722174	112746591	+	0.8258088	1.4826243	1.8570282	2.1076307
Pld4	12	112760655	112768986	+	-4.569574	-2.2616537	-6.072921	-5.754178
Ahnak2	12	112772194	112802657	-	-2.6022315	-2.8062103	-2.3858905	0.2686191
BC022687	12	112808975	112816245	+	-2.1078384	-1.0894246	-0.58881694	0.059233043
Cdca4	12	112820237	112829389	-	2.63043	2.7176602	3.3597634	2.8467424
Gpr132	12	112850876	112860916	-	-6.608787	-6.1753354	-6.375168	-4.9044223
Jag2	12	112908590	112929495	-	0.33372194	0.6948224	0.7302797	1.4069158
Nudt14	12	112934733	112942118	-	0.5564309	1.1521533	1.0701579	1.4443954
Brf1	12	112959862	113000621	-	1.9524162	1.7666892	1.9184854	1.6946021
Btbd6	12	112976482	112978930	+	0.10723432	0.6926886	0.49285656	0.72913677
Pacs2	12	113014508	113074401	+	0.86317027	1.2350461	1.3870264	1.2084624
Tex22	12	113074502	113088917	+	-5.6673255	-5.2338743	-5.4337063	-5.114964
Mta1	12	113098278	113137206	+	3.819259	4.2305994	4.41981	3.897486
Crip2	12	113140236	113145504	+	1.7658776	2.3546069	3.0238807	3.6821747
Crip1	12	113152012	113153877	+	3.1575003	2.475474	2.6235657	5.14618
4930427A07Rik	12	113156421	113165456	+	0.72067827	0.57278717	-0.20659386	0.8748199
Tmem121	12	113185903	113189520	+	-1.7592986	-1.4133103	-0.7551612	-0.8349682
Ighe	12	113271180	113273246	-	-5.7650423	-5.331591	-5.531423	-5.212681
Ighg2c	12	113285325	113288930	-	-5.599887	-5.1664357	-5.3662677	-5.0475254
Gm17421	12	113364447	113369716	+	-3.44947	-3.0160189	-3.215851	-2.8971086
Adam6b	12	113489545	113492018	+	-6.629342	-6.195892	-6.3957233	-6.0769806
Adam6a	12	113543908	113546414	+	-6.6484594	-6.215008	-6.41484	-6.096098
AC073590.1	12	114406477	114406773	-	-3.571032	-3.1375806	-3.3374128	-3.0186703
AC073590.3	12	114416599	114416895	-	-3.571032	-3.1375806	-3.3374128	-3.0186703
Ighv1-73	12	115790702	115790884	-	-2.8724127	-2.4389613	-2.6387935	-2.3200512
AC160990.6	12	115963793	115964196	-	-3.74903	-3.315579	-3.5154111	-3.1966686
Zfp386	12	116047724	116060592	+	2.3470047	1.803176	2.6145713	2.8369696
Vipr2	12	116077726	116146261	+	-6.3285074	-4.8950567	-7.094888	-3.4542181
Gm20658	12	116102769	116138648	-	-6.791341	-6.3578897	-6.5577216	-6.2389793
Wdr60	12	116207050	116263025	-	1.2898178	1.1794981	2.7824337	2.9963799
Gm11027	12	116275386	116275612	+	-2.9860694	-2.5526183	-2.7524502	-2.433708
Esyt2	12	116281222	116373096	+	2.342874	2.0554266	3.1961985	3.737201
Ncapg2	12	116405402	116463531	+	2.9641469	3.012308	2.9181578	2.8532844
Ptprn2	12	116485720	117278167	+	-3.9400349	-3.7960901	-3.580885	-4.847105
Rapgef5	12	117516479	117756978	+	1.0726073	1.3175021	0.47721255	1.4898518
Cdca7l	12	117804289	117878706	+	2.4293	2.9747124	1.1404984	1.6026936
Dnahc11	12	117877982	118199043	-	-3.1416469	-3.8903992	-4.790671	-3.012497
Sp4	12	118234933	118301440	-	0.55360025	0.6532492	1.9290166	2.091701
Sp8	12	118846329	118852578	+	-1.3797963	-1.4411099	-7.252377	-5.1966686
Abcb5	12	118867824	118966421	-	-2.600326	-4.8673143	-7.21915	-6.900408
Itgb8	12	119158022	119238802	-	-5.052811	-3.956395	-8.556157	-8.237415
Gm6768	12	119260934	119264272	+	-3.3249474	-3.8914962	-4.091328	-6.5095515
Macc1	12	119443410	119466934	+	-3.9333858	-6.66986	-7.021695	-6.702953
Tmem196	12	119945962	120018706	+	-5.546537	-5.113086	-5.312918	-4.994176
AC122379.1	13	3361029	3361533	+	-2.2159367	-3.5194511	-3.7192833	-3.400541
Gdi2	13	3538075	3566261	+	7.3021207	7.302944	6.9546537	7.0007553
BC016423	13	3566036	3611108	-	3.3086517	3.4865172	2.0092213	2.6042693
Asb13	13	3634032	3651774	+	-1.4870977	-0.9563493	-0.18789019	-0.50301987
Calml3	13	3802893	3804318	-	-5.8344707	-5.40102	-5.600852	-5.2821097
Calm4	13	3837757	3838671	+	-5.1943407	-4.7608895	-4.9607215	-4.641979
Net1	13	3882565	3918220	-	3.8446636	3.8103516	3.8567612	3.6746712
Tubal3	13	3924695	3935276	+	-6.9524364	-6.5189853	-6.718817	-6.400075
Ucn3	13	3940688	3945349	-	-5.886143	-5.452692	-5.652524	-5.3337817
Akr1c14	13	4049011	4090422	+	-3.7424133	-6.460965	-6.660797	-6.342055
Akr1c18	13	4132615	4150654	-	-2.1199915	-4.0084686	-5.360304	-5.041561
Akr1c13	13	4191184	4205596	+	-2.4859955	-2.6375072	-5.5743046	-5.2555623
Akr1c19	13	4228700	4248681	+	-6.1132693	-5.6798177	-5.87965	-5.560908
Akr1c12	13	4268172	4279433	-	-3.1877031	-4.07618	-5.428015	-5.109273
Akr1c6	13	4434306	4457530	+	-6.2092423	-5.775791	-5.975623	-5.656881
Akr1c20	13	4486972	4523344	-	-6.1174326	-5.6839814	-5.8838134	-5.5650716
Akr1c21	13	4574075	4586541	+	-4.10457	-5.4080844	-5.6079164	-5.289174
Akr1e1	13	4590757	4609174	-	-0.11324325	-0.19260487	0.29440522	1.4142435
AC164613.1	13	4614180	4614662	+	-4.272592	-3.839141	-4.038973	-3.5682275
Gm5444	13	4771649	4836485	+	-6.627008	-6.193557	-6.393389	-6.0746465
Klf6	13	5861489	5870393	+	3.4106076	3.6441212	4.3792257	4.648836
Pitrm1	13	6548157	6580139	+	4.798562	4.771049	5.2156577	4.657411
Pfkp	13	6579768	6648777	-	3.5572526	2.8205976	4.4176025	4.2170725
Gm10029	13	6662562	6662894	-	-3.7360911	-3.30264	-3.5024722	-3.1837296
Gm9742	13	8029828	8038106	-	-4.563727	-4.1302757	-4.330108	-4.0113654
Adarb2	13	8202866	8768747	+	3.424427	2.5276303	2.9098475	0.108351685
Wdr37	13	8802968	8871909	-	1.4299078	1.1427654	1.6238093	1.5391396
Idi1	13	8885501	8892451	+	4.9604053	4.9032073	4.119444	4.8380685
Rpl10a-ps2	13	8940333	8940977	-	-4.689868	-4.256417	-4.4562488	-4.1375065
Gm9745	13	8941705	8944300	-	-4.774565	-4.341114	-4.5409465	-4.2222037
Idi2	13	8952863	8960935	+	-6.4879265	-6.054476	-6.2543073	-5.935565
Gtpbp4	13	8972071	8996017	-	6.4137836	6.5388937	6.4738626	6.2468
Larp4b	13	9093905	9173086	+	4.336475	4.1722074	4.7512636	4.9048333
Dip2c	13	9276528	9668928	+	0.9268325	0.99807954	0.53916025	0.69975495
Zmynd11	13	9684836	9765321	-	1.9780864	2.3527038	2.7191992	2.5952673
Chrm3	13	9877229	9878998	-	-3.1868885	-5.7127953	-5.912627	-5.441882
Ryr2	13	11553103	12106945	-	-1.2735415	-2.4540818	-6.6895375	-4.444796
Mtr	13	12186542	12258113	-	2.61956	2.6495614	2.378763	3.0363073
Actn2	13	12269426	12340760	-	-0.35523802	-0.39340794	-3.5001304	-4.9183536
AC154221.1	13	12378158	12378640	+	-4.272592	-3.839141	-4.038973	-3.5682275
Heatr1	13	12395398	12438677	+	5.434894	5.538391	4.6445155	4.298491
Lgals8	13	12439415	12464944	-	-1.6957804	-1.0652925	1.0257766	1.4532251
Edaradd	13	12471209	12520450	-	-5.8670216	-4.433571	-6.370368	-5.636588
Ero1lb	13	12565883	12609526	+	-0.7143781	-1.1196462	-1.2385583	-0.2093225
Gm2399	13	12702362	12702589	+	-3.1896026	-2.7561514	-2.9559839	-2.6372411
Prl2c3	13	12790822	12800078	-	-1.9360286	-2.9176152	-1.8950545	0.075764425
Prl2c2	13	12996132	13005383	-	-1.3253795	-1.6695359	-3.0917604	-1.773018
Prl2c5	13	13182715	13191923	+	-3.8206458	-3.972157	-5.3239923	-3.853247
Gm2423	13	13232158	13232895	-	-3.7321866	-4.2987356	-4.6505704	-4.331828
Gpr137b	13	13357623	13393624	-	-0.3354467	-0.16163932	0.25696576	1.7023416
Nid1	13	13437602	13512275	+	2.7967212	2.3305342	5.3293943	5.320919
Lyst	13	13590409	13777440	+	-0.07373061	-0.47831208	-1.9591643	-1.7366372
Gng4	13	13784059	13827897	+	-7.0135846	-6.5801334	-6.7799654	-6.461223
B3galnt2	13	13954674	13999068	+	2.4006195	2.2220633	2.1108055	2.2666414
CT009546.1	13	13964487	13965860	-	-5.6524816	-5.2190304	-5.4188623	-5.10012
Tbce	13	13997949	14039638	-	1.4828641	1.4422088	1.4039949	0.8138852
Ggps1	13	14052449	14063401	-	2.7027903	2.7098954	2.845205	2.6895547
Arid4b	13	14063232	14199603	+	2.5923505	2.622993	1.1401201	1.8198723
Hecw1	13	14226438	14523226	-	-3.8887722	-4.808958	-8.330718	-7.8599725
Mrpl32	13	14610301	14613037	-	4.4841237	4.5833583	4.5127254	4.3249316
Psma2	13	14613242	14625671	+	6.1599817	6.4578857	6.7142224	6.433676
AW209491	13	14630245	14638202	+	2.7759058	2.820108	2.5019562	2.3078856
Gli3	13	15463235	15730026	+	0.5737504	0.70201665	-1.3034374	-0.5307846
Inhba	13	16011851	16027211	+	-2.2491038	-1.1989813	-5.922375	-5.755636
5033411D12Rik	13	16857855	17694732	-	-5.713165	-5.2797136	-5.4795456	-5.1608033
2810021B07Rik	13	17695413	17699105	+	2.1085536	2.1118238	2.0545962	2.1587043
Cdk13	13	17715962	17805097	-	3.1553	3.2179027	2.658079	2.683328
Rala	13	17880575	17944239	-	4.6957164	4.8699293	4.5731688	4.638721
1600012F09Rik	13	17986640	17993351	-	2.9359968	3.1511123	3.3116825	3.1344671
Vdac3-ps1	13	18030324	18031629	-	-5.7076516	-5.274201	-5.474033	-5.0032873
Pou6f2	13	18121101	18382041	-	-4.2841945	-5.8507433	-7.787541	-7.4687986
Vps41	13	18717292	18866809	+	4.300895	4.5171394	3.5979805	4.107998
Amph	13	18948371	19150913	+	0.739556	1.119426	0.57803714	1.1332198
Gm17356	13	19260884	19263397	+	-4.3763037	-3.9428523	-4.1426845	-3.823942
Stard3nl	13	19357677	19395752	-	3.0130167	3.0883114	2.383084	2.1308708
Epdr1	13	19591709	19619830	-	-1.0327705	0.31214413	-5.1914687	-4.8727264
Sfrp4	13	19623175	19632821	+	-0.10014379	1.2188488	-5.9011707	-5.5824285
Nme8	13	19645078	19697794	-	-6.4474874	-6.0140357	-6.213868	-5.895126
A530099J19Rik	13	19727417	19732951	-	-6.793945	-6.3604937	-6.5603256	-6.2415833
Gpr141	13	19749682	19824257	-	-7.1019673	-6.6685157	-6.868348	-6.549606
Gm5446	13	19995021	19995803	-	-4.969581	-4.53613	-4.735962	-4.4172196
Elmo1	13	20090507	20608353	+	1.3698663	0.8922511	-1.3717114	-1.453507
Aoah	13	20794119	21024252	+	0.87097275	-0.37364796	-6.632374	-6.313631
Olfr1370	13	21072349	21073299	-	-5.2500143	-4.816563	-5.016395	-4.697653
Olfr1369-ps1	13	21115694	21116647	+	-5.254558	-4.821107	-5.020939	-4.7021966
Olfr263	13	21132698	21133784	+	-5.4428487	-5.009398	-5.20923	-4.8904877
Olfr1368	13	21142026	21143081	-	-5.401107	-4.9676557	-5.1674876	-4.8487453
Trim27	13	21179445	21194724	+	4.434253	4.440134	4.533322	4.475584
Gpx5	13	21286429	21292731	-	-6.0657964	-5.6323457	-5.832177	-5.513435
Gpx6	13	21312217	21319624	+	-4.5221224	-3.0886712	-5.440506	-5.121764
Olfr1367	13	21346910	21347964	+	-5.3997397	-4.9662886	-5.166121	-4.8473783
Zscan12	13	21362827	21369824	+	1.5441216	1.8753924	1.7017919	1.7259644
Zkscan3	13	21387013	21402755	-	0.35874617	0.74755335	-0.2381539	0.6726405
Pgbd1	13	21421275	21441058	-	-0.88318396	-0.8785762	-6.9308515	-6.612109
4930470G03Rik	13	21440471	21445934	+	-1.7610681	-1.940594	-2.0579638	-3.1017916
Zfp187	13	21442175	21453730	-	2.334538	2.1848426	2.0874467	1.9784182
Nkapl	13	21467047	21468501	-	-1.711513	-0.7544999	-4.477894	-4.1591516
Zkscan4	13	21478907	21485507	+	-3.8485658	-2.2996376	-6.3519125	-6.0331697
Gm10065	13	21479097	21479441	-	-3.7871652	-3.3537142	-3.5535462	-3.2348037
AK157302	13	21495223	21497146	+	-6.2666063	-5.8331547	-6.032987	-5.7142444
Gm11273	13	21501029	21501418	-	-3.964043	-3.530592	-3.7304237	-3.4116814
Zfp192	13	21513222	21531120	-	0.36203918	0.5968299	-0.8911699	0.54982823
Olfr1366	13	21536974	21542775	-	-5.5986958	-5.1652446	-5.365077	-5.0463347
Olfr1535	13	21555040	21556020	-	-5.2948217	-4.861371	-5.061203	-4.7424603
Olfr1364	13	21573510	21574454	-	-5.240883	-4.807432	-5.007264	-4.688522
Olfr1362	13	21611020	21612004	-	-5.3006926	-4.8672414	-5.0670733	-4.748331
Olfr11	13	21638580	21639521	-	-5.2362957	-4.802845	-5.002677	-4.683934
Olfr1361	13	21658368	21659321	-	-5.254558	-4.821107	-5.020939	-4.7021966
Olfr1360	13	21674001	21674980	-	-5.2933507	-4.8598995	-5.0597315	-4.740989
Olfr1359	13	21702975	21703965	+	-5.309454	-4.876003	-5.0758348	-4.7570925
Hist1h2bl	13	21715763	21716143	-	-1.7783568	-1.3449056	-3.6967409	-1.2259953
Hist1h2ai	13	21716412	21717452	+	2.5130029	3.0998049	2.2048275	2.8237433
Hist1h3h	13	21717628	21718115	+	-4.2874503	-3.8539991	-4.053831	-3.5830855
Hist1h2bm	13	21722098	21722478	+	-1.4564288	-1.0229777	-1.9597752	-0.6410328
Hist1h4j	13	21735062	21735837	+	-4.9566255	-4.3711715	-4.7230062	-4.252261
Hist1h4k	13	21750194	21750505	-	-2.4901118	-1.0566607	-3.408496	-1.3527879
Hist1h2ak	13	21753395	21753907	-	1.4363314	2.3756735	1.6699505	1.988693
Hist1h2bn	13	21754123	21754503	+	-0.45642877	0.82501936	-3.6967409	-0.6410328
Gm11274	13	21769125	21770476	+	-4.266606	-3.833155	-4.0329866	-3.7142444
Hist1h1b	13	21779883	21780625	-	1.2353519	1.8412703	-4.6603117	-2.604604
Hist1h3i	13	21782915	21783397	-	-4.272592	-1.6871377	-3.8869698	-3.7202306
Hist1h2an	13	21786826	21787218	-	3.4057236	3.923239	3.476613	3.7953553
Hist1h2bp	13	21787461	21789213	+	-2.6682339	-2.6498203	-4.586618	-4.267875
Hist1h2bq	13	21806412	21810199	-	-3.7341402	-3.300689	-5.0854836	-3.1817787
Hist1h2ao	13	21810465	21810944	+	5.263439	6.063318	6.206827	5.9953504
Hist1h4m	13	21811746	21812150	+	-3.8664877	-3.4330366	-3.7848718	-3.3141263
Hist1h4n	13	21831767	21832196	-	-4.1049056	-2.5194514	-3.7192833	-1.8155786
Hist1h2ap	13	21833057	21833575	-	5.5104094	6.272546	6.162871	6.052575
Hist1h2br	13	21833743	21837530	+	-3.315845	-3.560466	-4.497264	-2.7634835
Gm11280	13	21940374	21945197	-	-3.4228017	-2.9893508	-3.1891825	-2.8704405
Zfp184	13	21945094	21960779	+	1.0882651	1.5430108	-0.6834892	-0.14543375
Pom121l2	13	21981181	21988734	+	-7.6354523	-7.0499983	-7.4018335	-7.083091
Prss16	13	22002176	22009742	-	-4.4597383	-3.2189322	-1.1817249	-0.7780937
Gm11290	13	22014468	22015370	+	-3.9860694	-3.552618	-3.7524502	-3.433708
Gm11291	13	22016690	22018249	+	-2.9491699	-2.5157187	-2.7155507	-2.3968084
Gm11292	13	22026699	22031610	+	-4.503917	-4.0704665	-4.2702985	-3.9515562
Hist1h2ah	13	22035113	22035643	-	3.429223	4.1128116	3.546197	3.9024138
Hist1h2bk	13	22035821	22036299	+	-2.523629	0.025299437	-3.874972	-1.55623
Hist1h4i	13	22040816	22041352	-	0.048440143	0.24742617	1.0475941	-1.7211263
Hist1h2ag	13	22042479	22042949	-	3.3751388	3.8490045	3.9241133	4.255971
Hist1h2bj	13	22043214	22043676	+	-2.4746156	-2.626127	-3.8259587	-3.6592195
Vmn1r188	13	22087878	22088804	+	-5.213138	-4.779687	-4.9795194	-4.6607766
Vmn1r189	13	22101628	22102764	-	-5.507729	-5.0742784	-5.27411	-4.9553676
Vmn1r191	13	22178686	22179582	-	-5.165677	-4.732226	-4.932058	-4.6133156
Vmn1r192	13	22187075	22188140	-	-5.4147043	-4.981253	-5.181085	-4.862343
Vmn1r193	13	22218861	22219820	-	-5.263603	-4.8301525	-5.029984	-4.7112417
Vmn1r194	13	22244215	22245105	+	-5.1559944	-4.7225432	-4.922375	-4.603633
Vmn1r195	13	22278317	22279404	+	-5.4441752	-5.0107245	-5.2105565	-4.8918138
V1rh19	13	22293193	22294098	+	-5.18008	-4.7466288	-4.9464607	-4.6277184
Vmn1r197	13	22327911	22328807	+	-5.165677	-4.732226	-4.932058	-4.6133156
Vmn1r198	13	22354346	22355248	+	-5.175295	-4.7418437	-4.9416757	-4.6229334
Vmn1r199	13	22382538	22383641	+	-5.465237	-5.031786	-5.231618	-4.9128757
Vmn1r200	13	22394947	22396009	+	-5.4106383	-4.9771876	-5.1770196	-4.858277
Vmn1r201	13	22474618	22475520	+	-5.175295	-4.7418437	-4.9416757	-4.6229334
Vmn1r202	13	22501337	22502245	-	-5.184849	-4.751398	-4.95123	-4.6324873
Gm11300	13	22523911	22524744	-	-4.49882	-4.0653687	-4.2652006	-3.9464583
Vmn1r203	13	22524051	22524986	+	-5.2270775	-4.7936263	-4.9934583	-4.674716
Vmn1r204	13	22556201	22557109	+	-5.184849	-4.751398	-4.95123	-4.6324873
Vmn1r205	13	22591900	22593000	-	-5.4613113	-5.02786	-5.227692	-4.90895
Vmn1r206	13	22620001	22621135	-	-5.5051894	-5.0717382	-5.27157	-4.952828
Gm11309	13	22691299	22692112	+	-4.4308543	-3.9974031	-4.197235	-3.8784928
Vmn1r208	13	22772327	22773325	-	-5.16905	-4.8876023	-5.087435	-4.7686925
Gm11314	13	22772656	22773471	+	-4.4361978	-4.002746	-4.2025785	-3.883836
Vmn1r209	13	22805580	22806518	-	-5.231694	-4.798243	-4.998075	-4.6793327
Vmn1r210	13	22827194	22828114	-	-5.051767	-4.770319	-4.970151	-4.6514087
Vmn1r211	13	22851559	22852543	-	-5.3006926	-4.8672414	-5.0670733	-4.748331
Vmn1r212	13	22883042	22884205	-	-5.5415883	-5.1081367	-5.307969	-4.989227
Gm11044	13	22996294	22996646	-	-3.6831422	-3.2496912	-3.4495232	-3.1307807
Vmn1r213	13	23011249	23012403	+	-5.53039	-5.0969386	-5.296771	-4.9780283
Vmn1r214	13	23034294	23035520	+	-5.6176324	-5.184181	-5.384013	-5.065271
Vmn1r215	13	23075743	23076790	+	-5.390136	-4.9566846	-5.1565166	-4.8377743
Vmn1r216	13	23099071	23100129	+	-5.4051995	-4.9717484	-5.171581	-4.852838
Vmn1r217	13	23113834	23114730	-	-5.165677	-4.732226	-4.932058	-4.6133156
Vmn1r218	13	23136485	23137381	+	-5.165677	-4.732226	-4.932058	-4.6133156
Vmn1r219	13	23162643	23163581	+	-5.231694	-4.798243	-4.998075	-4.6793327
Vmn1r220	13	23183628	23184524	-	-5.165677	-4.732226	-4.932058	-4.6133156
Vmn1r222	13	23232066	23233119	-	-5.398372	-4.9649205	-5.164753	-4.8460107
Vmn1r223	13	23249238	23250323	+	-5.441521	-5.00807	-5.207902	-4.8891597
4930557F10Rik	13	23276204	23313400	-	-4.655921	-4.2224693	-4.422302	-4.1035595
4933404K08Rik	13	23278350	23282267	+	-5.842542	-5.409091	-5.608923	-5.2901807
4930586N03Rik	13	23313525	23385799	+	-4.9877076	-4.7062597	-4.906092	-4.5873494
Zfp322a	13	23353103	23369208	-	2.9305968	2.9540565	1.2704086	1.7590759
Abt1	13	23421539	23423866	-	3.790768	4.053727	4.47245	3.8417609
C230035I16Rik	13	23427975	23431022	-	-2.4605253	-3.6120365	-3.226906	-1.9081635
Btn1a1	13	23456992	23465901	-	-6.146124	-6.7126727	-7.064508	-6.5937624
Btn2a2	13	23477676	23488857	-	-2.245456	-3.6600018	-4.5967994	-4.2780566
Gm11335	13	23527011	23530943	-	-5.281525	-5.0000772	-5.199909	-4.881167
Hist1h4h	13	23531044	23531519	+	-4.0995274	-2.6660762	-4.0179114	-3.5471659
Hist1h2af	13	23533906	23534304	+	3.0857828	3.8076653	4.443947	3.6499214
Hist1h3g	13	23535422	23535951	+	-1.0846331	-0.013751972	-4.172942	-1.7021967
Hist1h2bh	13	23542924	23543359	-	-1.6509658	-2.5394428	-3.7392747	-1.0986043
Hist1h3f	13	23544052	23545055	+	-4.176253	-4.742802	-5.0946374	-4.6238914
Hist1h4f	13	23551258	23551648	-	-3.8157344	-3.5342865	-3.5821152	-3.415376
Hist1h1d	13	23555032	23558852	+	-2.1044443	-1.9705533	-4.870825	-1.2301546
Hist1h3e	13	23561534	23562369	-	-2.9120686	-1.4786175	-4.6784496	-4.3597074
Hist1h2ae	13	23570517	23571220	-	2.7870698	3.44879	2.8732588	3.4806774
Hist1h2bg	13	23571396	23572013	+	1.790614	2.0865617	-0.43519858	2.398117
Hist1h2bf	13	23573736	23574196	-	-2.46837	-3.7718842	-2.234751	-1.1790429
