gene	chr	strand	start	end	ESC_WT-1	ESC_WT-2	ESC_TET1KO-1	ESC_TET1KO-2	ESC_TET2KO-1	ESC_TET2KO-2	day3_WT-1	day3_WT-2	day3_TET1KO-1	day3_TET1KO-2	day3_TET2KO-1	day3_TET2KO-2	day6_WT-1	day6_WT-2	day6_TET1KO-1	day6_TET1KO-2	day6_TET2KO-1	day6_TET2KO-2
Dync2h1	chr9	-	6928502	7177046	0.8995	1.0217	0.6726	0.7575	0.9068	0.8053	2.2595	2.7211	2.2368	2.2953	2.2578	1.9997	2.6613	2.7481	2.8905	3.0328	3.0051	2.9792
Med17	chr9	-	15064794	15084311	9.2812	10.2281	10.308	9.5884	9.8327	10.2718	13.4841	13.8431	14.3803	13.6166	12.5544	11.7965	10.9466	10.4388	9.6717	10.2501	9.3369	9.0346
Tmem202	chr9	-	59366491	59373308	0.0761	0.05	0.05	0.05	0.05	0.0756	0.0649	0.05	0.067	0.05	0.0769	0.05	0.05	0.05	0.1011	0.0661	0.05	0.05
Hemk1	chr9	-	107229412	107240681	2.5607	2.063	2.6882	2.34	3.1458	2.7221	1.8312	1.8335	1.6524	1.8459	2.6877	2.5852	1.7108	1.5231	1.5135	1.6398	2.212	2.4372
Tmed3	chr9	-	89594040	89599881	3.2694	1.6424	1.7649	1.4839	2.0594	2.1123	3.7502	3.3709	3.5743	3.5411	3.2962	3.4571	9.6998	11.611	8.7482	8.4713	10.9429	11.2311
Gm10677	chr9	-	47607242	47626291	0.0656	0.0586	0.0652	0.05	0.05	0.0576	0.0589	0.06	0.05	0.05	0.05	0.05	0.0825	0.05	0.05	0.0596	0.0774	0.05
Pik3cb	chr9	-	98938820	99040630	7.521	7.4639	8.4698	7.4743	6.8305	5.6686	3.9869	3.0838	4.602	4.1908	3.1979	3.6862	5.0281	6.7723	7.031	4.9099	5.1734	7.3
Rnf111	chr9	-	70273235	70351532	15.9806	15.6293	20.5418	18.9412	18.1354	17.4248	9.3494	10.0428	12.3975	11.3774	9.003	9.1324	9.6077	10.3288	10.2749	10.3915	8.983	10.0288
9230115E21Rik	chr9	-	51647597	51683990	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0644	0.0628	0.0614	0.05	0.05	0.05	0.0644	0.0636	0.05	0.05
Acpl2	chr9	-	96723761	96789841	1.8366	1.052	2.223	1.9226	1.4582	1.162	0.8291	0.7647	0.849	1.1126	0.9774	1.1379	1.4661	1.6163	1.5731	2.0404	1.5888	1.4651
Trex1	chr9	-	108960445	108962237	4.3468	5.3411	4.8596	4.5553	4.6588	4.3161	3.3062	3.2325	2.8235	2.999	3.0563	2.9775	3.9359	3.5975	3.1188	3.6853	3.428	3.0195
Hhatl	chr9	-	121693133	121701625	0.05	0.05	0.05	0.05	0.0702	0.0581	0.05	0.0711	0.0607	0.0595	0.067	0.061	0.05	0.063	0.0607	0.05	0.0885	0.05
Piwil4	chr9	-	14506801	14545177	0.1246	0.0914	0.05	0.0624	0.0806	0.0926	0.1351	0.0819	0.0662	0.0644	0.0821	0.1081	0.1277	0.0892	0.05	0.0653	0.0864	0.0582
Gm2382	chr9	-	88583442	88614636	1.2225	0.816	0.9894	0.677	0.8994	0.9321	2.056	1.5009	1.9004	1.7678	1.9301	1.9797	2.8713	2.6587	2.2097	2.5993	2.1593	2.98
Arhgef12	chr9	-	42771924	42913801	7.3096	6.6401	7.9114	6.799	7.5058	5.9718	5.1549	5.5427	5.7858	5.7243	4.8053	4.9256	7.5104	7.294	6.4087	6.8605	6.7035	7.3091
4930593C16Rik	chr9	-	120833572	120839920	0.1062	0.05	0.05	0.05	0.0846	0.05	0.05	0.05	0.05	0.05	0.079	0.05	0.0891	0.05	0.05	0.05	0.05	0.05
Myd88	chr9	-	119245105	119249158	2.0982	2.0726	2.5513	2.6789	2.9065	2.4361	2.2094	2.3801	2.4435	2.4963	2.1729	2.0157	2.716	2.4116	1.9603	2.2197	2.0561	2.0609
Olfr915	chr9	-	38454174	38455107	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0725	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr934	chr9	-	38789694	38790627	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Alas1	chr9	-	106135785	106150285	5.268	6.1376	6.2281	6.1615	6.0248	5.2037	4.472	4.2544	5.2939	5.0208	4.4964	4.4507	4.6015	4.5188	5.2153	4.7138	3.9306	4.7679
Lrrc1	chr9	-	77278629	77392659	2.7241	2.2329	3.3407	2.8393	1.4497	1.1808	5.3039	5.1435	5.8536	5.6565	5.279	5.2752	4.57	6.1866	5.8397	5.2528	4.5405	5.6141
Aasdhppt	chr9	-	4294792	4309494	9.6923	9.011	11.7944	9.3164	9.0177	9.8548	14.0771	13.3909	13.4726	13.205	13.6342	14.5396	10.9769	9.6897	8.5677	10.6019	12.081	12.2967
Birc2	chr9	-	7818225	7835255	8.3411	6.585	7.332	7.055	7.5855	6.8685	10.6736	9.7447	9.5906	9.1177	10.4076	11.2781	6.4254	7.7409	6.2537	6.0538	6.906	8.2661
Tpm1	chr9	-	66870399	66897020	9.3996	7.6161	9.7151	8.485	9.4051	8.9845	43.0924	40.2901	44.9966	39.9076	46.3346	48.3146	114.6785	115.917	157.9351	151.5166	162.7777	196.2755
Tex12	chr9	-	50365252	50369373	0.05	0.05	0.05	0.0765	0.05	0.1541	0.1409	0.05	0.1881	0.2649	0.2694	0.7243	0.1238	0.1338	0.05	0.05	0.1745	0.1202
Gm5916	chr9	-	35927518	35936364	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Elmod1	chr9	-	53759266	53823108	0.1003	0.0779	0.0991	0.1003	0.0655	0.0808	0.0859	0.0662	0.0582	0.0573	0.0565	0.0584	0.0675	0.0699	0.0664	0.0732	0.05	0.0583
Spc24	chr9	-	21559885	21564730	28.6336	27.9663	29.493	27.553	24.5372	29.661	18.9841	19.7464	18.893	19.9908	20.4584	20.4387	22.3347	19.9068	15.6801	21.1689	22.2578	17.8906
Olfr948	chr9	-	39126231	39127197	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0675	0.05	0.05	0.05	0.05	0.05	0.05	0.05
4931406C07Rik	chr9	-	15087780	15110892	3.6577	2.9949	2.807	2.3503	3.5792	3.3151	3.1047	2.8658	2.6517	2.4394	3.2628	3.5908	4.5269	4.595	4.301	3.5671	4.4693	4.8273
Cd3e	chr9	-	44806825	44817673	3.3608	1.5055	1.0967	0.6768	0.8781	1.0678	0.0891	0.0793	0.1984	0.116	0.1561	0.1567	0.0659	0.05	0.05	0.064	0.05	0.0651
Chst2	chr9	-	95301344	95307689	0.1498	0.2393	0.1935	0.286	0.3374	0.2764	0.709	0.8555	0.6303	0.5568	0.6627	0.5727	1.3854	1.185	0.9039	1.6554	1.6467	1.4647
Filip1	chr9	-	79663368	79825689	0.05	0.05	0.0576	0.05	0.1985	0.134	0.09	0.135	0.1006	0.095	0.2069	0.1749	0.5697	0.5171	1.0422	0.3136	0.6023	0.3895
Gsta2	chr9	-	78178826	78194952	0.3184	0.135	0.05	0.0691	0.1914	0.0876	0.05	0.0746	0.05	0.05	0.05	0.05	0.0766	0.05	0.05	0.05	0.05	0.05
Aph1b	chr9	-	66623293	66643230	0.273	0.2534	0.1623	0.2403	0.2711	0.1804	0.7023	0.8439	0.4473	0.4822	0.4658	0.444	1.2042	1.3887	1.6562	1.2842	0.6904	0.881
AW551984	chr9	-	39394980	39411709	0.139	0.2186	0.0789	0.113	0.0956	0.1154	0.4562	0.4975	0.3827	0.3286	0.5401	0.4663	0.4571	0.9218	0.8687	1.688	0.7019	1.5389
Tmem108	chr9	-	103385265	103664167	0.8937	0.6457	0.9768	0.6218	0.6396	0.8853	0.7894	0.6711	0.6848	0.6503	0.5862	0.6431	2.6901	5.4915	4.5318	2.9662	3.1345	5.3904
E330016A19Rik	chr9	-	78278324	78290954	0.6156	0.5816	0.5057	0.5901	0.9066	0.7125	0.1949	0.1762	0.2897	0.2158	0.1684	0.1869	0.1582	0.147	0.157	0.2214	0.1988	0.2123
Snx1	chr9	-	65935933	65972693	10.1752	10.4096	9.6331	8.4573	9.2208	7.7834	8.4234	9.481	7.2958	6.8657	7.3915	7.1704	22.3423	20.1478	17.7082	20.833	21.5818	18.2263
Kank2	chr9	-	21571216	21602990	24.7984	25.6369	29.0576	25.2514	21.5418	20.4207	11.0926	10.2415	10.5213	10.7417	12.313	12.7658	7.2957	9.5069	8.0028	8.0269	7.5211	10.1379
Ptplad1	chr9	-	64834789	64869524	9.3958	9.7993	11.9853	12.1523	13.9805	14.0664	9.0948	9.2332	8.9922	9.456	10.1607	9.9455	12.7163	11.5636	13.6784	14.5908	13.0916	11.7703
Bfsp2	chr9	-	103327253	103382658	0.05	0.0616	0.0907	0.0708	0.0628	0.05	0.1095	0.05	0.0771	0.0862	0.0716	0.0779	0.0645	0.1653	0.0636	0.05	0.0989	0.0914
4930579K19Rik	chr9	-	98462878	98464030	0.4485	0.2709	0.1888	0.1494	0.1375	0.1615	0.2772	0.3057	0.2719	0.198	0.1088	0.2401	0.6431	0.4091	0.4031	0.3825	0.6001	0.6136
Thsd4	chr9	-	59814737	60358842	0.2461	0.201	0.0925	0.0717	0.1281	0.0874	0.2115	0.2061	0.1798	0.1465	0.1737	0.1664	2.8344	2.7043	3.6912	3.2541	3.3485	3.3264
Xirp1	chr9	-	119922872	119932716	0.0668	0.05	0.061	0.0528	0.0569	0.0693	0.0532	0.05	0.0536	0.05	0.05	0.0538	0.0539	0.0766	0.7319	0.1605	0.0599	0.0834
Zwilch	chr9	-	63984950	64020738	30.3887	27.4108	30.4903	26.3507	32.5695	26.7847	24.135	20.2034	20.9513	20.8922	20.8309	23.1912	13.4904	13.043	8.8308	11.1161	13.4045	14.6341
Olfr937	chr9	-	38867313	38868249	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Birc3	chr9	-	7848700	7873170	1.4147	1.0005	1.4948	1.1096	0.81	0.6899	0.6487	0.7086	1.0657	0.9396	0.7302	0.7589	0.6171	0.5651	0.8953	0.8605	0.4736	0.5967
Ccdc151	chr9	-	21794314	21807078	0.7952	0.967	0.7332	0.6302	0.6913	0.8385	0.56	0.5855	0.6408	0.6528	0.5269	0.6472	0.4537	0.3791	0.3419	0.4074	0.4603	0.2861
Olfr843	chr9	-	19052800	19053907	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr853	chr9	-	19341454	19342372	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
AF529169	chr9	-	89484871	89517824	0.1041	0.1271	0.05	0.0731	0.088	0.103	1.9397	2.0175	1.5207	2.0582	1.8079	1.577	0.2163	0.3119	0.2567	0.1925	0.1088	0.1724
Hyls1	chr9	-	35368405	35377654	6.3962	5.747	7.3101	7.2618	6.392	6.4825	5.8314	5.2998	4.1739	4.8811	6.7341	7.4872	6.648	6.754	5.0921	6.6153	8.7462	8.0591
LOC434412	chr9	-	67865770	67873521	0.0586	0.0692	0.0668	0.0802	0.0659	0.0585	0.0894	0.0555	0.0612	0.065	0.0767	0.0788	0.086	0.05	0.0613	0.0712	0.0652	0.0671
Gm1123	chr9	-	98907383	98936109	0.099	0.0772	0.05	0.099	0.1254	0.062	0.078	0.0657	0.05	0.05	0.0627	0.05	0.0841	0.1467	0.066	0.0802	0.0644	0.0662
Smad3	chr9	-	63494573	63605801	3.0905	2.321	3.7003	2.9052	3.5186	3.5905	3.6721	3.5755	3.9891	3.7866	4.1989	4.3651	12.1888	12.1144	11.6993	12.2068	11.7837	10.9735
Iqch	chr9	-	63269427	63450255	0.0694	0.0554	0.069	0.0646	0.0679	0.0643	0.0555	0.0625	0.05	0.0556	0.055	0.0565	0.0702	0.0577	0.05	0.0679	0.0557	0.0564
Plcd1	chr9	-	118980645	119002614	2.6112	2.3751	3.079	2.9218	2.7043	2.2138	4.2413	3.027	3.3063	3.0238	5.2988	7.826	4.0634	3.8552	2.8207	3.5955	4.0792	3.8804
Ptpn23	chr9	-	110287592	110310714	13.2551	13.8858	16.3274	14.6431	14.4105	15.3109	17.0209	18.1779	19.1088	18.0068	14.6183	14.0073	15.4534	16.5879	14.7085	14.5785	12.1857	14.8261
Srprb	chr9	-	103090362	103104395	6.0683	6.0294	6.3262	7.8144	8.1698	8.7171	8.4459	9.2218	9.9163	9.8037	8.3494	7.3129	9.9562	10.1988	9.7618	10.9232	9.5332	9.9634
Mir199a-1	chr9	-	21300938	21301008	0.05	0.05	0.05	0.2838	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
E030011O05Rik	chr9	-	96631993	96653250	4.5622	4.1233	7.3428	6.0773	4.1971	2.2814	0.1725	0.2154	0.3293	0.1493	0.1165	0.2509	0.1992	0.2872	0.1622	0.2086	0.3017	0.2486
Olfr980	chr9	-	39813578	39814614	0.0816	0.05	0.1117	0.0816	0.0889	0.0655	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr18	chr9	-	20118335	20140538	0.05	0.0657	0.05	0.05	0.05	0.0639	0.0662	0.05	0.0684	0.05	0.05	0.05	0.0697	0.05	0.0685	0.0674	0.05	0.05
Rexo2	chr9	-	48276618	48288716	15.2699	16.3992	21.6473	20.4198	18.4609	16.6046	23.7058	26.1365	31.0887	29.2674	28.7297	25.2484	24.5403	18.9068	21.1374	26.8706	24.4704	19.4179
Eif3g	chr9	-	20698792	20703034	70.539	79.0475	85.2688	75.6427	67.7979	78.0269	96.6238	91.6657	95.3725	97.8906	87.1124	87.1309	84.5153	76.7948	65.0298	75.8476	76.4166	74.8682
Glb1l2	chr9	-	26570628	26614002	0.7172	0.6269	0.5272	0.423	0.5038	0.3986	0.6232	0.5123	0.4431	0.3429	0.5091	0.5966	0.9521	0.7374	0.683	0.422	0.6908	0.5667
4930433N12Rik	chr9	-	3190268	3199813	0.2398	0.1947	0.2351	0.2513	0.2542	0.1081	0.2124	0.0652	0.235	0.2556	0.2949	0.5095	0.0994	0.0874	0.081	0.1959	0.2445	0.3006
Olfr985	chr9	-	39934508	39935624	0.667	0.5386	1.7407	1.4871	1.26	1.4029	0.1673	0.2008	0.5464	0.3555	0.4291	0.4228	0.05	0.05	0.05	0.05	0.136	0.0694
Hspb2	chr9	-	50559176	50560459	1.2601	0.764	2.3343	1.8425	1.9695	1.3311	1.1185	0.5258	0.811	1.2002	1.8227	1.9791	2.3274	3.7437	3.8215	1.1541	4.9196	6.9036
Stt3b	chr9	-	115151699	115219539	19.0471	20.3227	21.5415	23.5052	32.2113	33.4292	29.1744	29.7668	29.0971	28.0122	29.3536	29.0783	30.9896	33.4299	29.4858	30.6757	30.2076	35.3455
AU019823	chr9	-	50413344	50425569	6.592	5.8293	7.2915	6.2527	5.8498	6.4256	7.4444	8.1176	8.7946	8.7824	7.921	8.0547	7.973	7.6219	8.9569	9.32	9.3217	9.308
Esyt3	chr9	-	99210385	99258949	1.8679	1.5029	1.7661	1.7591	1.697	1.502	1.2907	1.0056	1.1649	1.1341	1.056	1.2251	0.3644	0.4185	0.6124	0.463	0.2595	0.4404
Zfp266	chr9	-	20299512	20325863	8.6019	8.2988	8.6301	6.5167	8.9662	9.5709	21.1319	23.4009	22.1469	22.8916	24.1422	24.203	19.8706	19.0017	20.4682	20.4626	20.9746	19.8503
1110032A03Rik	chr9	-	50570932	50576257	1.7796	1.2535	1.5933	1.2347	0.8756	1.0324	1.9282	2.1632	1.4609	1.517	1.5693	1.5615	4.7275	4.1272	4.5546	4.6889	3.1106	3.0499
Olfr959	chr9	-	39379906	39380842	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Rab8b	chr9	-	66691470	66767512	2.1894	2.2497	2.3588	2.0824	1.8444	1.7133	3.8125	4.3717	3.7768	3.4552	3.4015	3.47	6.8665	6.363	5.6279	6.7764	7.8715	7.4708
4930525D18Rik	chr9	-	114250228	114273745	0.1201	0.1083	0.1183	0.0675	0.1361	0.0843	0.07	0.095	0.0728	0.05	0.1042	0.0734	0.05	0.05	0.0729	0.0715	0.091	0.1194
Spesp1	chr9	-	62118535	62129986	0.2459	0.1224	0.2623	0.2618	0.157	0.2526	0.0686	0.057	0.0995	0.0877	0.0781	0.0936	0.0954	0.0586	0.0571	0.0567	0.101	0.0787
Gramd1b	chr9	-	40105491	40263349	8.0199	7.665	8.3347	7.4362	6.3026	5.6607	2.9006	2.5918	2.9651	2.7495	2.5996	2.7815	1.6767	3.6794	3.7698	2.5864	1.7152	2.5804
Olfr919	chr9	-	38505013	38505961	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
6230427J02Rik	chr9	-	107886554	107888247	0.7608	0.581	0.3816	0.2814	0.2969	0.6707	0.7021	0.5655	0.4918	0.5678	0.7198	0.6279	2.497	2.1214	3.1368	3.5846	2.7107	3.171
Rnf7	chr9	-	96371375	96379014	33.7653	30.2992	86.2139	58.1403	38.2582	38.8419	45.1774	43.1472	46.9742	45.7861	46.1501	44.1756	61.6331	51.6249	49.8588	60.5727	61.7676	57.5988
Tex264	chr9	-	106561076	106588279	13.1548	15.3627	25.5267	23.4601	16.2802	18.3727	4.3162	4.9973	5.8422	5.0363	3.7008	3.7706	5.3566	5.7958	7.855	5.6942	4.8044	5.5366
St14	chr9	-	30896174	30939384	20.5132	13.9043	18.6231	17.4711	14.5601	10.5258	11.8733	13.5461	18.604	15.7021	10.3536	10.5549	6.9838	8.8424	10.2974	8.3017	2.9375	5.1361
Hephl1	chr9	-	14856284	14916552	0.05	0.05	0.05	0.05	0.0577	0.0622	0.05	0.05	0.05	0.0536	0.05	0.05	0.0543	0.0549	0.0541	0.0538	0.05	0.05
Fbxw26	chr9	-	109620079	109648603	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0593	0.05	0.05	0.05	0.0735	0.05	0.05	0.05
Fem1b	chr9	-	62639635	62659455	33.4295	31.5283	32.2759	31.0371	28.1099	25.2893	65.7496	70.7174	70.8148	70.3383	59.2629	58.2556	31.7747	34.0798	27.0524	27.5275	28.1534	30.7156
Rad54l2	chr9	-	106590410	106691544	8.6883	9.2662	10.8173	9.8316	9.198	8.2875	9.8584	10.3996	11.462	11.6405	9.5503	9.6537	8.9878	9.2158	9.5365	10.2847	8.4948	9.3932
Fam118b	chr9	-	35024549	35075365	3.5544	3.9832	7.5288	5.7478	4.998	5.6163	6.4213	6.6507	7.0847	7.6475	6.5678	6.1097	9.8345	8.2993	7.3779	9.1177	9.6215	6.7147
St3gal4	chr9	-	34854163	34924395	7.128	6.1233	8.1355	6.3576	5.8212	5.5358	1.46	1.5638	2.5598	2.4495	1.7263	1.8416	1.9581	1.9233	1.2422	1.8585	1.9146	1.8314
Col5a3	chr9	-	20574493	20619478	0.3517	0.48	0.2287	0.3135	0.3514	0.4089	0.1883	0.1883	0.113	0.1434	0.2279	0.2587	0.0912	0.0797	0.057	0.0699	0.0752	0.0856
Chrna3	chr9	-	54859149	54874366	0.05	0.05	0.05	0.05	0.05	0.0706	0.0859	0.1106	0.0978	0.0985	0.0933	0.0991	1.7491	1.3167	0.1391	0.4245	1.3659	0.4727
Tirap	chr9	-	34991975	35007876	2.4546	2.1856	3.0719	2.6152	1.9379	1.7459	1.5096	1.8219	2.2341	2.1358	1.6281	1.6379	4.7564	3.7627	5.0409	5.7698	4.6617	4.0514
9230110F15Rik	chr9	-	35645913	35651735	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
S1pr5	chr9	-	21047360	21052887	0.1026	0.0646	0.0628	0.0828	0.1146	0.1401	0.1025	0.109	0.1012	0.1107	0.1585	0.129	0.0591	0.0604	0.0929	0.05	0.0962	0.076
Olfr856-ps1	chr9	-	19461482	19463124	11.0926	10.8422	12.203	11.4523	14.0428	12.0033	11.7906	13.1568	14.207	12.7753	14.0652	13.2264	11.6729	11.0726	14.4684	14.1096	14.0261	13.2045
Layn	chr9	-	50864884	50885199	0.1418	0.2535	0.1932	0.2699	0.2418	0.2838	0.9085	0.6154	0.9805	1.238	0.6185	0.614	0.7131	0.6001	0.8051	0.9193	0.5984	0.4984
Epor	chr9	-	21763342	21768020	0.1217	0.1991	0.1899	0.2379	0.2043	0.3574	1.103	1.4533	0.9703	1.3447	1.7893	1.355	0.7971	0.6579	1.9109	1.8469	0.554	0.7363
Oxsr1	chr9	-	119147550	119231545	15.6031	15.7169	17.8112	14.949	14.9665	15.126	18.9404	17.9594	17.4971	16.2801	19.4342	20.6368	13.9101	14.0528	10.4639	11.8603	14.1423	14.7581
Mir190	chr9	-	67084466	67084533	0.05	0.05	1.0046	0.05	0.05	0.2897	0.6082	0.05	0.368	0.05	0.05	0.3768	0.05	0.4359	0.05	0.05	0.3366	0.05
Ostb	chr9	-	65260559	65270580	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0888	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr947-ps1	chr9	-	39095510	39107066	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Olfr938	chr9	-	38885380	38886328	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.07	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
C2cd4a	chr9	-	67678338	67680137	0.05	0.1038	0.05	0.0863	0.05	0.1213	0.0777	0.0811	0.0658	0.064	0.05	0.0824	0.0837	0.0691	0.0817	0.1097	0.05	0.05
Aplp2	chr9	-	30957141	31019400	59.8663	65.6412	58.1395	67.4054	85.6823	91.2106	58.5853	56.3912	55.7052	58.3736	56.146	56.3669	43.2188	44.4195	39.3562	40.2983	41.9412	44.5136
Pdzd3	chr9	-	44055394	44059547	0.1402	0.175	0.138	0.095	0.1054	0.1384	0.05	0.05	0.0598	0.0674	0.0578	0.0801	0.0918	0.1448	0.0991	0.0685	0.0764	0.0996
Endod1	chr9	-	14158433	14185686	0.3507	0.3956	0.6223	0.3722	0.4197	0.4273	1.3007	1.0478	1.2035	0.9908	1.2273	1.118	1.8332	1.3052	1.5681	1.4302	1.1283	1.0813
Foxl2os	chr9	-	98849573	98855729	0.1203	0.1036	0.11	0.0982	0.1094	0.0629	0.0851	0.1402	0.2099	0.1515	0.0953	0.0676	0.5321	0.4241	0.4228	0.7361	0.5183	0.5197
Omt2a	chr9	-	78159778	78162604	0.0746	0.05	0.05	0.05	0.0651	0.0621	0.05	0.05	0.066	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Me1	chr9	-	86474969	86589947	9.1615	5.7155	11.0287	8.6699	6.6085	4.9803	10.6251	9.3896	7.9306	7.5809	8.5036	9.1595	3.1061	6.2737	6.6807	5.5288	3.341	7.1836
1700020M21Rik	chr9	-	120822891	120824368	0.05	0.05	0.05	0.05	0.05	0.075	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Col6a6	chr9	-	105591746	105730415	0.05	0.05	0.05	0.05	0.0581	0.0543	0.0575	0.0584	0.0671	0.0551	0.0568	0.0647	0.053	0.0569	0.05	0.05	0.0577	0.0558
Olfr854	chr9	-	19370878	19371826	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Rbm7	chr9	-	48296801	48303435	13.4565	13.4797	13.1424	12.459	11.5744	11.6747	17.9966	19.6923	17.4961	17.0351	16.4942	17.3514	31.4464	26.0815	22.7192	28.6879	30.3954	28.9261
Trpc1	chr9	-	95607047	95650777	0.1697	0.1224	0.1456	0.1532	0.1571	0.114	1.1488	0.8462	0.913	0.9431	1.2017	1.1551	0.5944	1.0114	0.647	0.6056	0.7003	1.0201
Zfp26	chr9	-	20232761	20264604	4.6059	5.1136	5.3094	4.3327	4.0519	3.9827	4.4628	5.7064	5.4033	4.974	4.567	4.6113	5.9118	5.2294	6.9483	7.0495	6.5131	5.7515
2610101N10Rik	chr9	-	95357312	95412415	23.035	23.004	25.2376	22.6229	22.4216	25.6539	22.8575	22.5887	25.3781	26.0707	25.5654	25.784	20.3219	18.6331	18.5146	20.9786	23.5834	23.2737
Neo1	chr9	-	58722486	58884248	7.8498	10.24	11.1038	12.2967	10.0263	10.288	9.7942	11.597	9.5784	8.8986	7.2804	7.1745	14.8166	14.5778	10.8545	12.0448	11.7451	12.5007
Nbeal2	chr9	-	110527292	110556665	1.4319	1.2702	1.5939	1.6507	1.41	1.4659	2.7476	2.9704	3.8016	3.6718	2.6931	2.6719	1.1314	1.2866	1.7449	1.2158	0.7132	0.9253
Glb1l3	chr9	-	26625537	26668408	0.05	0.0574	0.063	0.05	0.0582	0.05	0.05	0.0585	0.05	0.0577	0.05	0.05	0.05	0.0605	0.05	0.05	0.0578	0.0588
Cd3g	chr9	-	44777654	44788514	1.2038	0.2632	0.0813	0.114	0.05	0.05	0.0683	0.05	0.0708	0.05	0.05	0.05	0.05	0.05	0.0709	0.05	0.0688	0.0712
Dnmt1	chr9	-	20711649	20764332	33.0465	36.0804	38.4417	35.6998	36.2156	32.4636	27.4126	27.6351	29.0158	28.8382	28.2907	28.3505	28.9442	26.9396	23.9892	28.8383	29.2307	30.5884
Iqcf3	chr9	-	106445719	106463956	0.0792	0.05	0.05	0.05	0.068	0.05	0.05	0.05	0.05	0.05	0.0651	0.089	0.05	0.05	0.05	0.05	0.05	0.05
Mras	chr9	-	99285838	99337131	7.9218	6.5096	5.2927	4.0075	6.2083	6.7304	0.1103	0.1804	0.2614	0.1628	0.1255	0.1152	1.0385	0.8708	1.3666	1.1401	0.9121	1.0914
Pias1	chr9	-	62727883	62828686	6.8629	5.1089	5.0439	4.6435	4.5828	4.5247	8.9797	7.7501	7.0583	7.4457	7.8149	8.514	8.7993	10.7009	10.1228	9.7049	9.4403	11.1382
4931429I11Rik	chr9	-	40702931	40772195	0.05	0.05	0.05	0.05	0.05	0.0605	0.0744	0.098	0.0847	0.1056	0.1107	0.1285	0.0574	0.0584	0.05	0.0566	0.05	0.0571
Bcl2a1d	chr9	-	88618125	88626688	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Oaf	chr9	-	43029360	43047899	1.4642	1.146	0.4518	0.3721	1.5185	1.9131	0.5276	0.6579	0.8263	0.7957	0.5389	0.5544	3.1686	2.7785	3.6984	5.1666	3.7734	3.6662
2310046A06Rik	chr9	-	76949890	77195677	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0844	0.05	0.05	0.05	0.05	0.0686	0.0922	0.085	0.05	0.05	0.0677
Tbx18	chr9	-	87597634	87626095	0.6456	0.3219	0.2482	0.2214	0.1835	0.1461	0.1299	0.1085	0.2139	0.1391	0.1187	0.0781	0.3858	0.26	0.1461	0.4378	0.1978	0.2119
